question_index,expected_answer,answer,has_err_agent,has_err_graph,has_err_tog,has_err_instruction,has_err_other,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,method,rep,model,questions
138,The Flintstones,The end of racial discrimination in voting in the US,0,0,0,0,0,0,0,1,0,1768682143.5387468,3.657694578170776,0,0.0,0,cot,1,llama4:scout,qald_10-en
139,gold; black; red,"Black, Red, Gold",0,0,0,0,0,0,0,1,0,1768682184.826504,2.5021960735321045,0,1.0,0,cot,1,llama4:scout,qald_10-en
140,women's suffrage,Women's right to vote,0,0,0,0,0,0,0,1,0,1768682229.7170992,3.29810094833374,0,0.3333333333333333,0,cot,1,llama4:scout,qald_10-en
141,empress,Empress,0,0,0,0,0,0,0,1,0,1768682272.8538463,2.652700185775757,1,1.0,0,cot,1,llama4:scout,qald_10-en
142,1918-1920 flu pandemic,World War I,0,0,0,0,0,0,0,1,0,1768682341.226225,3.106034994125366,0,0.0,0,cot,1,llama4:scout,qald_10-en
143,extinction,Mass extinction event,0,0,0,0,0,0,0,1,0,1768682415.5373333,3.637117624282837,0,0.5,0,cot,1,llama4:scout,qald_10-en
144,voice; cornet; trumpet,"trumpet, vocals",0,0,0,0,0,0,0,1,0,1768682460.4433894,2.795379877090454,0,0.4,0,cot,1,llama4:scout,qald_10-en
145,stab wound,assassination,0,0,0,0,0,0,0,1,0,1768682528.7959409,3.183996200561523,0,0.0,0,cot,1,llama4:scout,qald_10-en
146,male,male,0,0,0,0,0,0,0,1,0,1768682565.7331936,2.394145965576172,1,1.0,0,cot,1,llama4:scout,qald_10-en
147,Shinjuku,Tokyo,0,0,0,0,0,0,0,1,0,1768682725.9193623,2.5061233043670654,0,0.0,0,cot,1,llama4:scout,qald_10-en
148,Tiger,tiger,0,0,0,0,0,0,0,1,0,1768682775.6233237,2.8198459148406982,1,1.0,0,cot,1,llama4:scout,qald_10-en
149,0,,0,0,0,0,0,0,0,1,0,1768682854.8992362,2.79758358001709,0,0.0,1,cot,1,llama4:scout,qald_10-en
150,Point(114.054 22.535),"22.5431° N, 114.0579° E",0,0,0,0,0,0,0,1,0,1768682889.038309,2.978170156478882,0,0.0,0,cot,1,llama4:scout,qald_10-en
151,research,Erlangen Program,0,0,0,0,0,0,0,1,0,1768682932.196416,3.391223192214966,0,0.0,0,cot,1,llama4:scout,qald_10-en
152,+385000,"24,000",0,0,0,0,0,0,0,1,0,1768682968.5279973,2.55655574798584,0,0.0,0,cot,1,llama4:scout,qald_10-en
153,middle school student,high school student,0,0,0,0,0,0,0,1,0,1768683034.1843498,3.229501962661743,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
154,Igbo,Igbo,0,0,0,0,0,0,0,1,0,1768683079.5546796,2.570608377456665,1,1.0,0,cot,1,llama4:scout,qald_10-en
155,Peter Orlovsky,Peter Orlovsky,0,0,0,0,0,0,0,1,0,1768683119.9254146,2.5701050758361816,1,1.0,0,cot,1,llama4:scout,qald_10-en
156,Gothic,Gothic 2,0,0,0,0,0,0,0,1,0,1768683188.159397,2.657268762588501,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
157,Blackadder,Blackadder,0,0,0,0,0,0,0,1,0,1768683256.4980454,3.2692153453826904,1,1.0,0,cot,1,llama4:scout,qald_10-en
158,Lady Ella,The First Lady of Song,0,0,0,0,0,0,0,1,0,1768683294.6099489,2.9600934982299805,0,0.3333333333333333,0,cot,1,llama4:scout,qald_10-en
159,writer; novelist,,0,0,0,0,0,0,0,1,0,1768683353.9896195,3.1885790824890137,0,0.0,1,cot,1,llama4:scout,qald_10-en
160,television actor; jazz musician; actor; pianist; singer-songwriter; jazz guitarist,"singer, musician, composer",0,0,0,0,0,0,0,1,0,1768683405.3142512,2.9748375415802,0,0.16666666666666666,0,cot,1,llama4:scout,qald_10-en
161,Arabic; Persian,Persian,0,0,0,0,0,0,0,1,0,1768683438.7027738,2.3334615230560303,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
162,+230241,"approximately 224,000",0,0,0,0,0,0,0,1,0,1768683535.4168825,2.851740837097168,0,0.0,0,cot,1,llama4:scout,qald_10-en
163,Promising Young Woman,Promising Young Woman,0,0,0,0,0,0,0,1,0,1768683580.0139673,2.712742328643799,1,1.0,0,cot,1,llama4:scout,qald_10-en
164,sunglasses,Eyewear,0,0,0,0,0,0,0,1,0,1768683620.9517336,2.714372158050537,0,0.0,0,cot,1,llama4:scout,qald_10-en
165,Ancient Greek,Ancient Greek,0,0,0,0,0,0,0,1,0,1768683698.453176,3.0804295539855957,1,1.0,0,cot,1,llama4:scout,qald_10-en
166,Esperanto; Silesian German; German; Silesian; Kashubian; Old Prussian; Polish Sign Language; Vilamovian; Polish; Lithuanian,Polish,0,0,0,0,0,0,0,1,0,1768683730.9026303,2.655461549758911,0,0.13333333333333333,0,cot,1,llama4:scout,qald_10-en
167,53,Multiple,0,0,0,0,0,0,0,1,0,1768683815.344551,3.3689284324645996,0,0.0,0,cot,1,llama4:scout,qald_10-en
168,G; E; C,"C, E, G",0,0,0,0,0,0,0,1,0,1768683869.8568726,2.799009323120117,0,1.0,0,cot,1,llama4:scout,qald_10-en
169,60,4,0,0,0,0,0,0,0,1,0,1768683920.705402,3.254711151123047,0,0.0,0,cot,1,llama4:scout,qald_10-en
170,1335,2016,0,0,0,0,0,0,0,1,0,1768684028.7919557,3.842639923095703,0,0.0,0,cot,1,llama4:scout,qald_10-en
171,Mogollon culture,"Several civilizations existed during the Aztec period, including the Maya, Inca, Toltec, Mixtec, Zapotec, and others.",0,0,0,0,0,0,0,1,0,1768684084.429684,5.847484827041626,0,0.0,0,cot,1,llama4:scout,qald_10-en
172,Vaseline,Vaseline,0,0,0,0,0,0,0,1,0,1768684141.0519164,2.7810394763946533,1,1.0,0,cot,1,llama4:scout,qald_10-en
173,45,3,0,0,0,0,0,0,0,1,0,1768684321.8530414,3.9098360538482666,0,0.0,0,cot,1,llama4:scout,qald_10-en
174,Brit Marling,Brit Marling,0,0,0,0,0,0,0,1,0,1768684365.5201488,2.5615999698638916,1,1.0,0,cot,1,llama4:scout,qald_10-en
175,Jal Pari; Meri Kahani; Meri Kahani,"Atif Aslam has been on several albums, including 'Atif Aslam (2005)', 'Mujhse Dosti (2006)', 'Koi Tere (2007)', 'Tere Bin (2008)', 'Singer (2011)', 'Lahore (2015)', 'Azaad (2018)', and 'Yeh Meri Family (2020)'. However, a comprehensive list is: 'Atif Aslam (2005)', 'Mujhse Dosti (2006)', 'Koi Tere (2007)', 'Tere Bin (2008)', 'Singer (2011)', 'Lahore (2015)', 'Azaad (2018)'.",0,0,0,0,0,0,0,1,0,1768684459.634234,6.346264362335205,0,0.03389830508474576,0,cot,1,llama4:scout,qald_10-en
176,earl,Countess of Lovelace,0,0,0,0,0,0,0,1,0,1768684504.0637236,2.899139165878296,0,0.0,0,cot,1,llama4:scout,qald_10-en
177,corridor; time; dualism; doorway; beginning; gate; transition; sowing,beginnings and endings,0,0,0,0,0,0,0,1,0,1768684535.417006,2.9041435718536377,0,0.0,0,cot,1,llama4:scout,qald_10-en
178,Gollum,Gollum,0,0,0,0,0,0,0,1,0,1768684625.7369723,3.3229520320892334,1,1.0,0,cot,1,llama4:scout,qald_10-en
179,The Town Hall at Auvers,Tree Roots,0,0,0,0,0,0,0,1,0,1768684681.9347582,3.482985019683838,0,0.0,0,cot,1,llama4:scout,qald_10-en
180,Montreux Casino,The fire at Montreux Casino,0,0,0,0,0,0,0,1,0,1768684755.1455984,3.748411893844605,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
181,-3600000-01-01T00:00:00Z,"The sperm whale lineage dates back to the late Eocene, around 30-40 million years ago.",0,0,0,0,0,0,0,1,0,1768684865.1931689,3.3556787967681885,0,0.0,0,cot,1,llama4:scout,qald_10-en
182,1989,1989,0,0,0,0,0,0,0,1,0,1768684908.126921,2.692807674407959,1,1.0,0,cot,1,llama4:scout,qald_10-en
183,2017,2017,0,0,0,0,0,0,0,1,0,1768684951.323315,2.283219575881958,1,1.0,0,cot,1,llama4:scout,qald_10-en
184,1997-04-05T00:00:00Z,"April 5, 1997",0,0,0,0,0,0,0,1,0,1768684994.0146224,2.6040937900543213,0,0.0,0,cot,1,llama4:scout,qald_10-en
185,1996-06-15T00:00:00Z,"June 15, 1996",0,0,0,0,0,0,0,1,0,1768685036.353175,2.6105382442474365,0,0.0,0,cot,1,llama4:scout,qald_10-en
186,1900-01-01T00:00:00Z,In the late 19th century,0,0,0,0,0,0,0,1,0,1768685104.4249458,4.121622800827026,0,0.0,0,cot,1,llama4:scout,qald_10-en
187,1947-08-14T00:00:00Z,"August 14, 1947",0,0,0,0,0,0,0,1,0,1768685149.2284365,2.6321051120758057,0,0.0,0,cot,1,llama4:scout,qald_10-en
188,1273-12-17T00:00:00Z,"December 17, 1273",0,0,0,0,0,0,0,1,0,1768685187.4244976,2.956904411315918,0,0.0,0,cot,1,llama4:scout,qald_10-en
189,1997-04-25T00:00:00Z,1944,0,0,0,0,0,0,0,1,0,1768685274.2769475,3.002394437789917,0,0.0,0,cot,1,llama4:scout,qald_10-en
190,1944-11-17T00:00:00Z,"October 11, 1944",0,0,0,0,0,0,0,1,0,1768685340.5976534,2.7896013259887695,0,0.0,0,cot,1,llama4:scout,qald_10-en
191,Ludwig Börne; Gustav Koerner,"Robert Blum, Georg Büchner, Friedrich Ludwig Jahn, and Ludwig Uhland",0,0,0,0,0,0,0,1,0,1768685397.8916433,4.082885265350342,0,0.14285714285714288,0,cot,1,llama4:scout,qald_10-en
192,2016-12-16T00:00:00Z,"December 16, 2016",0,0,0,0,0,0,0,1,0,1768685442.140606,2.572930097579956,0,0.0,0,cot,1,llama4:scout,qald_10-en
193,+3532,"3,600",0,0,0,0,0,0,0,1,0,1768685475.690277,2.8443007469177246,0,0.0,0,cot,1,llama4:scout,qald_10-en
194,1918-11-09T00:00:00Z,1919,0,0,0,0,0,0,0,1,0,1768685521.9147637,2.8215601444244385,0,0.0,0,cot,1,llama4:scout,qald_10-en
195,1945-09-02T00:00:00Z,"September 2, 1945",0,0,0,0,0,0,0,1,0,1768685562.293623,2.883164882659912,0,0.0,0,cot,1,llama4:scout,qald_10-en
196,1978-01-01T00:00:00Z,1974,0,0,0,0,0,0,0,1,0,1768685612.9485998,2.867758274078369,0,0.0,0,cot,1,llama4:scout,qald_10-en
197,1968-01-01T00:00:00Z,1999,0,0,0,0,0,0,0,1,0,1768685666.343016,3.896828651428222,0,0.0,0,cot,1,llama4:scout,qald_10-en
198,2021-01-01T00:00:00Z,"November 5, 2021",0,0,0,0,0,0,0,1,0,1768685695.582435,2.763476848602295,0,0.0,0,cot,1,llama4:scout,qald_10-en
199,1248-01-01T00:00:00Z,1248-1880,0,0,0,0,0,0,0,1,0,1768685750.5820954,3.0012099742889404,0,0.0,0,cot,1,llama4:scout,qald_10-en
200,naproxen; aspirin; ibuprofen; diclofenac; (S)-(−)-colchicine; sulfinpyrazone; indomethacin; allopurinol; febuxostat; pegloticase; probenecid; sulindac,lifestyle changes and medications,0,0,0,0,0,0,0,1,0,1768685804.687256,3.4548497200012207,0,0.0,0,cot,1,llama4:scout,qald_10-en
201,1983-01-01T00:00:00Z,1983,0,0,0,0,0,0,0,1,0,1768685856.962669,2.7761571407318115,0,0.0,0,cot,1,llama4:scout,qald_10-en
202,2019-01-01T00:00:00Z,2002,0,0,0,0,0,0,0,1,0,1768685934.288654,2.800867795944214,0,0.0,0,cot,1,llama4:scout,qald_10-en
203,1901-12-27T00:00:00Z,27 December 1901,0,0,0,0,0,0,0,1,0,1768685967.0359056,2.3688979148864746,0,0.0,0,cot,1,llama4:scout,qald_10-en
204,1928-09-28T00:00:00Z,1928,0,0,0,0,0,0,0,1,0,1768685997.6760447,2.953237295150757,0,0.0,0,cot,1,llama4:scout,qald_10-en
205,1207-09-30T00:00:00Z,"September 30, 1207",0,0,0,0,0,0,0,1,0,1768686038.0194468,2.7824437618255615,0,0.0,0,cot,1,llama4:scout,qald_10-en
206,1800-01-01T00:00:00Z,Late 18th century,0,0,0,0,0,0,0,1,0,1768686100.9820886,4.177635908126831,0,0.0,0,cot,1,llama4:scout,qald_10-en
207,2018-04-25T00:00:00Z,2017,0,0,0,0,0,0,0,1,0,1768686140.9209924,2.7226390838623047,0,0.0,0,cot,1,llama4:scout,qald_10-en
208,2010-01-01T00:00:00Z,Divinations,0,0,0,0,0,0,0,1,0,1768686210.488765,2.3347225189208984,0,0.0,0,cot,1,llama4:scout,qald_10-en
209,1911-01-01T00:00:00Z,2008,0,0,0,0,0,0,0,1,0,1768686238.8701189,2.5507805347442627,0,0.0,0,cot,1,llama4:scout,qald_10-en
210,1906-01-01T00:00:00Z,1912,0,0,0,0,0,0,0,1,0,1768686274.4940047,2.59058141708374,0,0.0,0,cot,1,llama4:scout,qald_10-en
211,1985-01-01T00:00:00Z,1955,0,0,0,0,0,0,0,1,0,1768686301.6602354,2.991464376449585,0,0.0,0,cot,1,llama4:scout,qald_10-en
212,1955-01-01T00:00:00Z,1956,0,0,0,0,0,0,0,1,0,1768686343.8644226,2.823702096939087,0,0.0,0,cot,1,llama4:scout,qald_10-en
213,1209-01-01T00:00:00Z,1209,0,0,0,0,0,0,0,1,0,1768686374.0915687,2.8008973598480225,0,0.0,0,cot,1,llama4:scout,qald_10-en
214,1919-01-01T00:00:00Z,1919,0,0,0,0,0,0,0,1,0,1768686403.2254424,2.360067844390869,0,0.0,0,cot,1,llama4:scout,qald_10-en
215,1907-01-01T00:00:00Z,1907,0,0,0,0,0,0,0,1,0,1768686430.2685792,2.4922099113464355,0,0.0,0,cot,1,llama4:scout,qald_10-en
216,1929-02-11T00:00:00Z,1929,0,0,0,0,0,0,0,1,0,1768686465.4225073,3.006196975708008,0,0.0,0,cot,1,llama4:scout,qald_10-en
217,1899-01-01T00:00:00Z,1899,0,0,0,0,0,0,0,1,0,1768686521.5851984,2.386016845703125,0,0.0,0,cot,1,llama4:scout,qald_10-en
218,Coyoacán,Mexico,0,0,0,0,0,0,0,1,0,1768686552.2623026,2.6448569297790527,0,0.0,0,cot,1,llama4:scout,qald_10-en
219,Yukon,"The Yukon, Canada",0,0,0,0,0,0,0,1,0,1768686612.4735088,3.4134297370910645,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
220,Hambach Castle,"Hambach, Germany",0,0,0,0,0,0,0,1,0,1768686656.8004386,2.7947335243225098,0,0.5,0,cot,1,llama4:scout,qald_10-en
221,Shire; Middle-earth,Middle-earth,0,0,0,0,0,0,0,1,0,1768686695.4891715,2.928508996963501,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
222,France,France,0,0,0,0,0,0,0,1,0,1768686729.3987925,3.008368015289306,1,1.0,0,cot,1,llama4:scout,qald_10-en
223,Buri Ram,"Bangkok, Thailand",0,0,0,0,0,0,0,1,0,1768686767.206815,2.568720817565918,0,0.0,0,cot,1,llama4:scout,qald_10-en
224,Galdhøpiggen,Galdhøpiggen,0,0,0,0,0,0,0,1,0,1768686804.6326454,2.8269481658935547,1,1.0,0,cot,1,llama4:scout,qald_10-en
225,Burton,"Texas, USA",0,0,0,0,0,0,0,1,0,1768686840.748253,2.514420747756958,0,0.0,0,cot,1,llama4:scout,qald_10-en
226,Theatre of Pompey,The Roman Senate,0,0,0,0,0,0,0,1,0,1768686873.1616051,2.544630765914917,0,0.0,0,cot,1,llama4:scout,qald_10-en
227,Offenbach am Main,Frankfurt am Main,0,0,0,0,0,0,0,1,0,1768686937.6533294,2.661463499069214,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
228,Osaka,"Hamamatsu, Japan",0,0,0,0,0,0,0,1,0,1768686979.6580875,2.578578472137451,0,0.0,0,cot,1,llama4:scout,qald_10-en
229,New York City,"New York City, United States",0,0,0,0,0,0,0,1,0,1768687039.1399958,3.137524366378784,0,0.7499999999999999,0,cot,1,llama4:scout,qald_10-en
230,Felix Klein,David Hilbert,0,0,0,0,0,0,0,1,0,1768687064.2986584,2.97747540473938,0,0.0,0,cot,1,llama4:scout,qald_10-en
231,Ryan Reynolds,Ryan Reynolds,0,0,0,0,0,0,0,1,0,1768687119.268541,2.5103800296783447,1,1.0,0,cot,1,llama4:scout,qald_10-en
232,John Quincy Adams; George W. Bush,"John Quincy Adams, George W. Bush",0,0,0,0,0,0,0,1,0,1768687156.384904,4.254317760467529,1,1.0,0,cot,1,llama4:scout,qald_10-en
233,giant panda,koala,0,0,0,0,0,0,0,1,0,1768687205.4460905,3.5938210487365723,0,0.0,0,cot,1,llama4:scout,qald_10-en
234,Galapagos Islands,Galápagos Islands,0,0,0,0,0,0,0,1,0,1768687275.6876886,2.592052936553955,0,0.5,0,cot,1,llama4:scout,qald_10-en
235,Fluxus,Fluxus,0,0,0,0,0,0,0,1,0,1768687329.3760123,3.4290332794189453,1,1.0,0,cot,1,llama4:scout,qald_10-en
236,Pink Floyd,Pink Floyd,0,0,0,0,0,0,0,1,0,1768687374.6232364,2.3246970176696777,1,1.0,0,cot,1,llama4:scout,qald_10-en
237,aircraft crash,helicopter crash,0,0,0,0,0,0,0,1,0,1768687408.8448114,3.1315560340881348,0,0.5,0,cot,1,llama4:scout,qald_10-en
238,zero; infinity,,0,0,0,0,0,0,0,1,0,1768687457.8043218,2.7595181465148926,0,0.0,1,cot,1,llama4:scout,qald_10-en
239,SpaceX; OpenAI; The Boring Company; Neuralink; X.com; PayPal,"Neuralink, The Boring Company, SpaceX",0,0,0,0,0,0,0,1,0,1768687535.216946,3.5248873233795166,0,0.7272727272727273,0,cot,1,llama4:scout,qald_10-en
240,Hughes H-4 Hercules,Hughes H-4 Hercules,0,0,0,0,0,0,0,1,0,1768687606.2915604,3.3677420616149902,1,1.0,0,cot,1,llama4:scout,qald_10-en
241,South Africa,South Africa,0,0,0,0,0,0,0,1,0,1768687653.8149607,2.5219736099243164,1,1.0,0,cot,1,llama4:scout,qald_10-en
242,myocardial infarction,Heart attack,0,0,0,0,0,0,0,1,0,1768687701.203375,2.770860433578491,0,0.0,0,cot,1,llama4:scout,qald_10-en
243,myocardial infarction; pneumonia; tuberculosis; Crohn's disease; pulmonary emphysema; chronic obstructive pulmonary disease; lung cancer,"Lung cancer, heart disease, chronic obstructive pulmonary disease (COPD), emphysema, and chronic bronchitis",0,0,0,0,0,0,0,1,0,1768687746.237604,4.090441703796387,0,0.5925925925925927,0,cot,1,llama4:scout,qald_10-en
244,blues,Rock,0,0,0,0,0,0,0,1,0,1768687790.2377903,2.6157824993133545,0,0.0,0,cot,1,llama4:scout,qald_10-en
245,lead,They take up the same amount of space.,0,0,0,0,0,0,0,1,0,1768687857.4208546,3.748621225357056,0,0.0,0,cot,1,llama4:scout,qald_10-en
246,Ayutthaya Kingdom,Ayutthaya Kingdom,0,0,0,0,0,0,0,1,0,1768687908.0414133,3.032874822616577,1,1.0,0,cot,1,llama4:scout,qald_10-en
247,6583,Germany has approximately 20 mountains.,0,0,0,0,0,0,0,1,0,1768687971.3352497,2.7793405055999756,0,0.0,0,cot,1,llama4:scout,qald_10-en
248,Cubism; primitivism,Cubism,0,0,0,0,0,0,0,1,0,1768688016.5120397,3.2570033073425293,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
249,The World's End; Hot Fuzz; Shaun of the Dead,"Shaun of the Dead, Hot Fuzz, The World's End",0,0,0,0,0,0,0,1,0,1768688056.5400288,4.34576416015625,0,1.0,0,cot,1,llama4:scout,qald_10-en
250,World War II,Yalta Conference,0,0,0,0,0,0,0,1,0,1768688140.395862,4.021218061447144,0,0.0,0,cot,1,llama4:scout,qald_10-en
251,Boston Celtics,"Boston Celtics, Los Angeles Lakers",0,0,0,0,0,0,0,1,0,1768688222.407277,2.706077337265014,0,0.5714285714285715,0,cot,1,llama4:scout,qald_10-en
252,Viserion; Rhaegal,Viserion,0,0,0,0,0,0,0,1,0,1768688322.8071434,3.1430187225341797,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
253,The Hunt,"The Hunt, Casino Royale",0,0,0,0,0,0,0,1,0,1768688383.0009725,3.471099853515625,0,0.5,0,cot,1,llama4:scout,qald_10-en
254,,Great Pyramid of Giza,0,0,0,0,0,0,0,1,0,1768688428.5633593,2.9318110942840576,0,0.0,0,cot,1,llama4:scout,qald_10-en
255,Chinese,Mandarin Chinese,0,0,0,0,0,0,0,1,0,1768688477.822731,2.5282514095306396,0,0.6666666666666666,0,cot,1,llama4:scout,qald_10-en
256,"Gabriela; On the Mat; Cher; Carry On Laughing; Space: 1999; Madame Bovary; Ellery Queen; Himitsu Sentai Gorenger; Miyamoto Musashi; Spin-Off; The Invisible Man; N; Youngest of the Hamr's Family; Kamen Rider Stronger; Switch; S.W.A.T.; Survivors; Wonder Woman; Barbary Coast; One Day at a Time; Junwoo; Gruntovčani; Kapelski kresovi; Quiller; Eurogang; N; Emm wie Meikel; Grisù; Welcome Back, Kotter; N; The Jeffersons; Maya the Honey Bee; The Ghost Busters; N; N; O Christos xanastavronete; Baretta; Vaga za tačno merenje; Ben Hall; Celebrity Squares; Beat of the City; The Don Lane Show; Nightingale's Boys; The Secret Garden; Pot of Gold; Just for Fun; Sidestreet; N; N; Kommissariat 9; Starsky & Hutch; Ryan's Hope; Kidstuff; Fawlty Towers; Return to the Planet of the Apes; N; Sie kommen aus Agarthi; The Great Grape Ape Show; Floris von Rosemund; The Tom and Jerry Show; The Sweeney; Ein echter Wiener geht nicht unter; Oorlogswinter; The Good Life; Angels; The Blue Knight; Spannagl & Sohn; N; Edward the Seventh; Sportscene; N; N; Chalupáři; Thalassa; The Victory Garden; Maxipes Fik; Doc; Fay; Grady; The Fifth Estate; Les Compagnons d'Eleusis; Joe Forrester; Khan!; King of Kensington; The Family Holvak; When Things Were Rotten; My Son Reuben; On the Rocks; Poldark; The Legend of Robin Hood; Rutland Weekend Television; Sky; Akumaizer 3; G-Men '75; Am dam des; AM America; Ballet Shoes; Beacon Hill; The Seven Ages of Man; Scattergood: Friend of All; The Rise And Fall Of Wellington Boots; WCW WorldWide; Blank Check; Bod; Cash and Company; Phyllis; Close to Home; Coming Up Rosie; Corporation; Czterdziestolatek; Days of Hope; Doctor on the Go; Doctors' Hospital; Don Adams' Screen Test; Down Home Country; Doña Bárbara; Bronk; Far Out Space Nuts; Fraidy Cat; N; Get Some In!; N; N; Give-n-Take; N; Grand Old Country; Barata de primavera; N; Odbornici; N; El milagro de vivir; Este señor de negro; Hot l Baltimore; N; N; La señorita Elena; I Didn't Know You Cared; Lo imperdonable; Mama; In Good Company; Nosotros; Paloma; Pobre Clara; Aşk-ı Memnu; The Bobby Vinton Show; N; Jackpot; N; Ven conmigo; Joe and Sons; N; Kapwa Ko Mahal Ko; Karen; Kate McShane; Keep on Truckin'; Autoverleih Pistulla; McCoy; Medical Story; Mobile One; Oil Strike North; PBA on KBS; PBS NewsHour; Pacificanada; Matt Helm; The Secret Lives of Waldo Kitty; Saturday Night Live with Howard Cosell; Seaside Special; Shades of Greene; Shadows; Shang-a-Lang; Shannon's Mob; Sneak Previews; Some of My Best Friends are Men; Special Treat; Spotlight; The Bob McLean Show; The Changes; The Cuckoo Waltz; The Diamond Head Game; The Late Late Toy Show; The Lost Saucer; The Love School; The Magnificent Marble Machine; The Montefuscos; The Neighbors; The Oddball Couple; The Secrets of Isis; The Stars Look Down; The Swiss Family Robinson; The Tribal Eye; The Undersea Adventures of Captain Nemo; The Unisexers; The Venturers; Three for the Money; Three for the Road; Trinity Tales; Two's Company; U.S. Farm Report; Uncle Croc's Block; Until Tomorrow; Vegetable Soup; We'll Get By; Westwind; Winner Takes All; Wollongong the Brave; Barney Miller; Thirty Cases of Major Zeman; Good Morning America; Beschlossen und verkündet; N; N; Miś Uszatek",The Muppet Show,0,0,0,0,0,0,0,1,0,1768688553.349753,4.489316701889038,0,0.004319654427645789,0,cot,1,llama4:scout,qald_10-en
257,La Tortura; Las de la Intuición; La pared; No; Día de Enero,"Cumbia del Mole, La Cumbia del Mole (Alternative Version), La Cumbia del Mole (Dub Version), La Cumbia del Mole (Kabalero Version), La Cumbia del Mole (Live Version), La Cumbia del Mole (Pablo Testa Version), La Cumbia del Mole (Rude Boy Version), La Cumbia del Mole (Tome Version), La Cumbia del Mole (Vasectomy Version)",0,0,0,0,0,0,0,1,0,1768688648.1333606,5.102736711502075,0,0.09230769230769231,0,cot,1,llama4:scout,qald_10-en
258,Impressionism,Impressionism,0,0,0,0,0,0,0,1,0,1768688691.6028614,2.993534803390503,1,1.0,0,cot,1,llama4:scout,qald_10-en
259,New Jersey,,0,0,0,0,0,0,0,1,0,1768688757.951995,2.437188625335694,0,0.0,1,cot,1,llama4:scout,qald_10-en
260,Aragorn,Aragorn,0,0,0,0,0,0,0,1,0,1768688855.4478762,3.738933801651001,1,1.0,0,cot,1,llama4:scout,qald_10-en
261,FC Bayern Munich; Paris Saint-Germain F.C.,Bayern Munich and Paris Saint-Germain,0,0,0,0,0,0,0,1,0,1768688888.0831864,3.096085786819458,0,0.7272727272727272,0,cot,1,llama4:scout,qald_10-en
262,University of Phoenix; University of Buenos Aires; Cairo University; National Autonomous University of Mexico,"Universidad Nacional Autónoma de México,  Peking University,  University of Delhi",0,0,0,0,0,0,0,1,0,1768688984.4065516,3.247244358062744,0,0.25,0,cot,1,llama4:scout,qald_10-en
263,University of Oxford,University of Oxford,0,0,0,0,0,0,0,1,0,1768689027.9538414,2.846453905105591,1,1.0,0,cot,1,llama4:scout,qald_10-en
264,Christiane Fellbaum,Princeton University,0,0,0,0,0,0,0,1,0,1768689062.8878572,2.303076982498169,0,0.0,0,cot,1,llama4:scout,qald_10-en
265,Valeria Golino; Adèle Haenel; Noémie Merlant; Armande Boulanger; Luàna Bajrami,"Noémie Merlant, Adèle Haenel",0,0,0,0,0,0,0,1,0,1768689122.505655,3.564169406890869,0,0.5714285714285715,0,cot,1,llama4:scout,qald_10-en
266,Alan Turing,Alan Turing,0,0,0,0,0,0,0,1,0,1768689161.3719132,2.9042305946350098,1,1.0,0,cot,1,llama4:scout,qald_10-en
267,1100-01-01T00:00:00Z,The Hambach Castle was built in the 19th century.,0,0,0,0,0,0,0,1,0,1768689230.2510362,3.5351226329803467,0,0.0,0,cot,1,llama4:scout,qald_10-en
268,Sigizmund Levanevsky,,0,0,0,0,1,0,0,1,0,1768689317.261599,11347.600450992584,0,0.0,1,cot,1,llama4:scout,qald_10-en
269,Niki Caro,Kevin Sullivan,0,0,0,0,0,0,0,1,0,1768700699.4674988,3.9911563396453857,0,0.0,0,cot,1,llama4:scout,qald_10-en
270,Richard S. Zemel; Jake Snell; Kevin Swersky,"J. Snell, K. Swersky, R. S. Zemel",0,0,0,0,0,0,0,1,0,1768700721.175519,4.05017876625061,0,0.5714285714285714,0,cot,1,llama4:scout,qald_10-en
271,Alexej von Jawlensky; Lyonel Feininger; Albert Bloch; August Macke; Franz Marc; Gabriele Münter; Marianne von Werefkin; Wassily Kandinsky,Wassily Kandinsky and Franz Marc,0,0,0,0,0,0,0,1,0,1768700767.103844,3.1420648097991943,0,0.3478260869565218,0,cot,1,llama4:scout,qald_10-en
272,Fritz Mackensen; Hans am Ende; Otto Modersohn,Hans von Marées,0,0,0,0,0,0,0,1,0,1768700810.3800793,3.303809404373169,0,0.2,0,cot,1,llama4:scout,qald_10-en
273,Sayaka Murata,Sayaka Murata,0,0,0,0,0,0,0,1,0,1768700848.6796818,2.957479476928711,1,1.0,0,cot,1,llama4:scout,qald_10-en
274,Lionel Messi,Cristiano Ronaldo,0,0,0,0,0,0,0,1,0,1768700941.733778,3.380016326904297,0,0.0,0,cot,1,llama4:scout,qald_10-en
