question_index,expected_answer,answer,has_err_agent,has_err_graph,has_err_tog,has_err_instruction,has_err_other,is_kg_based_answer,kg_calls,agent_calls,reached_depth,start_timestamp,duration,exact_match,f1,is_no_answer,method,rep,model,questions
2,"Wie kann man Dinge zum Schweben bringen? Student:innen des Projektlabors Physik zeigen euch physikalische Zaubertricks, die Alltagsgegenstände schwerelos machen können. Auch lebendige Flüssigkeiten und optische Täuschungen laden zum Mitmachen und Anfassen ein. Geeignet für Kinder ab 6 Jahren.",,0,0,0,0,0,0,0,1,0,1768687512.8606966,17.76724147796631,0,0.0,1,cot,1,llama3.3:70b,lndw25
3,Programmieren lernen für Kinder und Einsteiger:innen,Datenschutzveranstaltung,0,0,0,0,0,0,0,1,0,1768687777.1693451,13.56932520866394,0,0.0,0,cot,1,llama3.3:70b,lndw25
4,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.",Quantenphysik,0,0,0,0,0,0,0,1,0,1768687893.9876466,14.921264171600342,0,0.0,0,cot,1,llama3.3:70b,lndw25
5,https://www.langenachtderwissenschaften.de/programm/detail/51248,,0,0,0,0,0,0,0,1,0,1768688070.3326542,14.715361833572388,0,0.0,1,cot,1,llama3.3:70b,lndw25
6,"Unsere Forschungsgruppe baut Organoide, organähnliche Strukturen, aus humanen Stammzellen, um Tierexperimente in der Forschung zu reduzieren. Durch die Kombination von Organoiden simulieren wir in sogenannten Organ-Chips die komplexen Organ-Interaktionen des menschlichen Körpers. Wir erklären Konzept und Funktionsweise solcher Organ-Chips. Es werden Anwendungsgebiete in der Aufklärung pathologischer Prozesse und in der Medikamenten-Entwicklung zur Reduktion von Tierexperimenten dargestellt. Besucher:innen können Organ-Chips zusammenbauen und die magnetische Zellsortierung ausprobieren.",Anwendung von kombinierten Organmodellen als Alternative zu Tierversuchen,0,0,0,0,0,0,0,1,0,1768688234.2173555,16.626091480255127,0,0.0606060606060606,0,cot,1,llama3.3:70b,lndw25
7,https://www.langenachtderwissenschaften.de/programm/detail/51514,https://www.tu.berlin/fasttube,0,0,0,0,0,0,0,1,0,1768688669.8682024,13.798219203948976,0,0.0,0,cot,1,llama3.3:70b,lndw25
8,"Gestalte Straßen, Radwege, Brücken und mehr mit Klemmbausteinen, und lerne spielerisch, wie moderne Verkehrsplanung funktioniert. Ihr lernt die Funktionen von Straßen kennen, die passenden Verkehrsmittel, um verschiedene Orte zu erreichen, sowie ein Konzept, wie Verkehr nachhaltiger werden kann. Für Kinder ab 6 Jahren und Erwachsene – für alle Altersgruppen ist etwas dabei! Jeder Gast erhält Bausteine, um unsere Stadt wachsen zu lassen. Komm vorbei, und werde Verkehrsplaner:in für einen Abend!",VW SimCity,0,0,0,0,0,0,0,1,0,1768688815.1639135,12.769407272338867,0,0.0,0,cot,1,llama3.3:70b,lndw25
9,"Testen Sie Ihr Wissen über das Universum, und gewinnen Sie kleine Preise – solange der Vorrat reicht! Geeignet ab 6 Jahren.",Astronomie,0,0,0,0,0,0,0,1,0,1768689056.2239532,11.586178302764893,0,0.0,0,cot,1,llama3.3:70b,lndw25
10,Chatbots zur Stärkung der Demokratie,,0,0,0,0,0,0,0,1,0,1768689464.7603445,13.459705114364624,0,0.0,1,cot,1,llama3.3:70b,lndw25
11,Live-Musik,Musik-Workshop,0,0,0,0,0,0,0,1,0,1768689602.1575422,11.456932544708252,0,0.0,0,cot,1,llama3.3:70b,lndw25
12,17:00-21:30 Uhr,,0,0,0,0,0,0,0,1,0,1768689753.680271,13.10524845123291,0,0.0,1,cot,1,llama3.3:70b,lndw25
13,https://www.langenachtderwissenschaften.de/programm/detail/51498,,0,0,0,0,0,0,0,1,0,1768690060.6368244,11.74811601638794,0,0.0,1,cot,1,llama3.3:70b,lndw25
14,25,200. Geburtstag von James Dewar,0,0,0,0,0,0,0,1,0,1768690210.5493171,16.60714817047119,0,0.0,0,cot,1,llama3.3:70b,lndw25
15,https://www.langenachtderwissenschaften.de/programm/detail/51151,,0,0,0,0,0,0,0,1,0,1768690442.2753518,12.83953070640564,0,0.0,1,cot,1,llama3.3:70b,lndw25
16,Juri Mertens,,0,0,0,0,0,0,0,1,0,1768690775.4737525,11.816638946533203,0,0.0,1,cot,1,llama3.3:70b,lndw25
17,"Wissensmarkt (HZA)
Verlängerte Hertzallee
10623 Berlin
",Berlin,0,0,0,0,0,0,0,1,0,1768690942.2573376,12.94268035888672,0,0.2857142857142857,0,cot,1,llama3.3:70b,lndw25
18,https://www.langenachtderwissenschaften.de/programm/detail/51348,,0,0,0,0,0,0,0,1,0,1768691275.4526763,16.027801990509033,0,0.0,1,cot,1,llama3.3:70b,lndw25
19,17:30-23:15 Uhr,,0,0,0,0,0,0,0,1,0,1768691417.9807274,13.337515115737917,0,0.0,1,cot,1,llama3.3:70b,lndw25
20,"Das Open-Battery-Projekt bietet eine offene Transferplattform für Software- und Hardwarekomponenten, die um ein batteriegestütztes Photovoltaiksystem mit Netzanschluss angesiedelt sind. Dieser quelloffene Ansatz des Projekts ermöglicht es Privatpersonen, Vereinen, Communitys oder Unternehmen auf der ganzen Welt, an der Energiewende teilzunehmen und sie mitzugestalten. Aktuell befindet sich das Open-Battery-Projekt in der Entwicklungsphase. Hardware- und Softwarekomponenten werden zusammen mit Student:innen ausgelegt, aufgebaut und getestet.",Open-Source-Hardware-Plattform für kostengünstige Energie- und Speichersysteme,0,0,0,0,0,0,0,1,0,1768691545.3962798,18.51494836807251,0,0.07017543859649122,0,cot,1,llama3.3:70b,lndw25
21,23:30-00:00 Uhr,,0,0,0,0,0,0,0,1,0,1768691700.1282332,13.21958589553833,0,0.0,1,cot,1,llama3.3:70b,lndw25
22,Studentisches Projekt „Automatisiertes Fahren“,IAA Transportation,0,0,0,0,0,0,0,1,0,1768691974.837561,14.47899889945984,0,0.0,0,cot,1,llama3.3:70b,lndw25
23,Science Slam – Brainpower mit Entertainment-Faktor,,0,0,0,0,0,0,0,1,0,1768692127.939234,15.451119661331177,0,0.0,1,cot,1,llama3.3:70b,lndw25
24,Turbulentes Chaos: Wie können numerische Simulationen helfen?,,0,0,0,0,0,0,0,1,0,1768692287.7608137,9.189212322235107,0,0.0,1,cot,1,llama3.3:70b,lndw25
25,Science Slam – Brainpower mit Entertainment-Faktor,Jimmy Fallon's The Tonight Show,0,0,0,0,0,0,0,1,0,1768692533.6828544,11.883625507354736,0,0.0,0,cot,1,llama3.3:70b,lndw25
26,Turbulentes Chaos: Wie können numerische Simulationen helfen?,,0,0,0,0,0,0,0,1,0,1768692696.753756,13.469720840454102,0,0.0,1,cot,1,llama3.3:70b,lndw25
27,⚡ Blitztastisch! Die elektrisierende Energieshow für Kinder,,0,0,0,0,0,0,0,1,0,1768692933.5505202,12.855534791946411,0,0.0,1,cot,1,llama3.3:70b,lndw25
28,Papier macht kreativ – Blumen basteln in der Gartenbaubibliothek,,0,0,0,0,0,0,0,1,0,1768693157.4277115,10.44779372215271,0,0.0,1,cot,1,llama3.3:70b,lndw25
29,Quantum Walks vs. Drunkard‘s Walk – wie Quantenteilchen schneller ans Ziel kommen,,0,0,0,0,0,0,0,1,0,1768693466.2643056,11.812438011169434,0,0.0,1,cot,1,llama3.3:70b,lndw25
30,Lokfahren für Anfänger:innen,Modellbahn-Ausstellung,0,0,0,0,0,0,0,1,0,1768693628.8581667,12.835466861724854,0,0.0,0,cot,1,llama3.3:70b,lndw25
31,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,Theateraufführung,0,0,0,0,0,0,0,1,0,1768693815.112949,10.048346996307371,0,0.0,0,cot,1,llama3.3:70b,lndw25
32,Leseabenteuer im Zelt: altersgerechte Bücherwelten für kleine Entdecker:innen,,0,0,0,0,0,0,0,1,0,1768694100.485158,13.350482940673828,0,0.0,1,cot,1,llama3.3:70b,lndw25
33,Eine „Lesepfote“ zu Gast in der Bibliothek,,0,0,0,0,0,0,0,1,0,1768694357.293321,8.998728036880493,0,0.0,1,cot,1,llama3.3:70b,lndw25
34,Kopf trifft Körper: Teste deine Fitness und Motorik im TU-SportLab!,Sport,0,0,0,0,0,0,0,1,0,1768694550.0628204,12.168291330337524,0,0.0,0,cot,1,llama3.3:70b,lndw25
35,"Haus des Lernens (MAR)
Marchstraße 23
10587 Berlin
Raum MAR 0.011 (EG)",,0,0,0,0,0,0,0,1,0,1768694850.7273986,9.499174356460571,0,0.0,1,cot,1,llama3.3:70b,lndw25
36,Roboter im öffentlichen Raum: Mensch und Maschine mitten im Leben,Deutschlandfunk Nova,0,0,0,0,0,0,0,1,0,1768695002.6154425,11.874150037765505,0,0.0,0,cot,1,llama3.3:70b,lndw25
37,Tourismushistorischer Dia- und Filmabend,,0,0,0,0,0,0,0,1,0,1768695276.5189016,10.021698236465454,0,0.0,1,cot,1,llama3.3:70b,lndw25
38,5 Euro,,0,0,0,0,0,0,0,1,0,1768695443.4146926,14.324369668960571,0,0.0,1,cot,1,llama3.3:70b,lndw25
39,jedes Alter,,0,0,0,0,0,0,0,1,0,1768695637.457917,9.556628227233888,0,0.0,1,cot,1,llama3.3:70b,lndw25
40,Technische Universität Berlin,,0,0,0,0,0,0,0,1,0,1768695794.1082675,11.19555640220642,0,0.0,1,cot,1,llama3.3:70b,lndw25
41,Lange Nacht der Wissenschaften e. V. (LNDW e. V.),,0,0,0,0,0,0,0,1,0,1768695892.407773,13.406222105026243,0,0.0,1,cot,1,llama3.3:70b,lndw25
42,New Practice in Art and Technology / Workshops,,0,0,0,0,0,0,0,1,0,1768696223.412701,9.56799817085266,0,0.0,1,cot,1,llama3.3:70b,lndw25
43,Veranstaltung auf Englisch,,0,0,0,0,0,0,0,1,0,1768696453.031912,8.722233772277832,0,0.0,1,cot,1,llama3.3:70b,lndw25
44,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,0,0,0,0,1,0,1768696634.2294528,10.045994520187378,0,0.0,1,cot,1,llama3.3:70b,lndw25
45,21:00-21:20 Uhr,,0,0,0,0,0,0,0,1,0,1768696778.9313033,9.97954773902893,0,0.0,1,cot,1,llama3.3:70b,lndw25
46,Unterhaltsame Live-Show – Sport und Musik für Kopf und Körper,,0,0,0,0,0,0,0,1,0,1768697001.8348165,11.057081937789915,0,0.0,1,cot,1,llama3.3:70b,lndw25
47,Historisch-ökologische Exkursion über den Steglitzer Fichtenberg,,0,0,0,0,0,0,0,1,0,1768697207.495083,12.068397760391235,0,0.0,1,cot,1,llama3.3:70b,lndw25
48,Als Eichhörnchen-Detektiv:innen auf den Spuren kleiner Persönlichkeiten der Natur,,0,0,0,0,0,0,0,1,0,1768697371.4062295,10.618354558944702,0,0.0,1,cot,1,llama3.3:70b,lndw25
49,"Die verborgene Welt der Wurzeln: schätzen, messen, staunen",,0,0,0,0,0,0,0,1,0,1768697611.802119,16.69022488594055,0,0.0,1,cot,1,llama3.3:70b,lndw25
50,Zukunft der Energie: nachhaltig durch KI,,0,0,0,0,0,0,0,1,0,1768697906.642763,13.17931628227234,0,0.0,1,cot,1,llama3.3:70b,lndw25
51,über 1000,,0,0,0,0,0,0,0,1,0,1768698196.0002532,11.627435684204102,0,0.0,1,cot,1,llama3.3:70b,lndw25
52,etwa 50,,0,0,0,0,0,0,0,1,0,1768698485.691327,21.101766347885132,0,0.0,1,cot,1,llama3.3:70b,lndw25
53,Science Slam – Brainpower mit Entertainment-Faktor,Late-Night-Talkshow,0,0,0,0,0,0,0,1,0,1768698586.0409403,13.934807062149048,0,0.0,0,cot,1,llama3.3:70b,lndw25
54,Berlin,Deutschland,0,0,0,0,0,0,0,1,0,1768698661.6157606,13.07626724243164,0,0.0,0,cot,1,llama3.3:70b,lndw25
55,FaSTTUBe – das elektrische Rennauto des Formula Student Team TU Berlin,Formula 1,0,0,0,0,0,0,0,1,0,1768698845.1575515,12.943225383758543,0,0.1818181818181818,0,cot,1,llama3.3:70b,lndw25
56,Wie moderne Mobilfunknetze funktionieren – Identitätsmanagement in 6G-Netzwerken,,0,0,0,0,0,0,0,1,0,1768699267.354432,12.549987554550173,0,0.0,1,cot,1,llama3.3:70b,lndw25
57,"Die Lange Nacht der Wissenschaften in Berlin ist ein Gemeinschaftsprojekt wissenschaftlicher sowie wissenschaftsnaher Einrichtungen der Region und findet einmal jährlich statt. Veranstalter ist der Lange Nacht der Wissenschaften e. V. (LNDW e. V.), in dem sich wissenschaftliche Einrichtungen zusammengeschlossen haben. Finanziert wird die Lange Nacht der Wissenschaften weitgehend von den beteiligten wissenschaftlichen Einrichtungen selbst. Auch die Ticketeinnahmen werden vollständig für die Finanzierung der Gesamtveranstaltung verwendet. Die Lange Nacht der Wissenschaften wird von zahlreichen Partnern aus der Region unterstützt. Über den Einsatz der Mittel entscheidet die Mitgliederversammlung des LNDW e. V.",,0,0,0,0,0,0,0,1,0,1768699414.055759,21.97849059104919,0,0.0,1,cot,1,llama3.3:70b,lndw25
58,"Haus der Ideen (H)
Straße des 17. Juni 135
10623 Berlin
Wangari Maathai-Foyer (Foyer links, ehem. Cafébar, Bereich 0 H)",,0,0,0,0,0,0,0,1,0,1768699596.4972315,13.090598821640016,0,0.0,1,cot,1,llama3.3:70b,lndw25
59,17:30-23:20 Uhr,,0,0,0,0,0,0,0,1,0,1768699747.9471085,10.528837203979492,0,0.0,1,cot,1,llama3.3:70b,lndw25
60,Barrierefreier Rollstuhlzugang,,0,0,0,0,0,0,0,1,0,1768699875.6363068,16.423383951187134,0,0.0,1,cot,1,llama3.3:70b,lndw25
61,Experiment,Thermodynamik,0,0,0,0,0,0,0,1,0,1768700173.680153,14.70957899093628,0,0.0,0,cot,1,llama3.3:70b,lndw25
62,Demonstration,Thermodynamik,0,0,0,0,0,0,0,1,0,1768700329.250686,13.7797532081604,0,0.0,0,cot,1,llama3.3:70b,lndw25
63,Fluoreszierender Wärmeübertrager,,0,0,0,0,0,0,0,1,0,1768700515.948119,18.98769474029541,0,0.0,1,cot,1,llama3.3:70b,lndw25
64,Technische Universität Berlin,,0,0,0,0,0,0,0,1,0,1768700726.6727214,17.24281907081604,0,0.0,1,cot,1,llama3.3:70b,lndw25
65,Technische Universität Berlin,Deutsche Forschungsgemeinschaft (DFG),0,0,0,0,0,0,0,1,0,1768700967.033836,14.42255163192749,0,0.0,0,cot,1,llama3.3:70b,lndw25
66,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)","Open Access Bewegung, Forschungseinrichtungen und Universitäten",0,0,0,0,0,0,0,1,0,1768701167.096752,15.494250297546388,0,0.0,0,cot,1,llama3.3:70b,lndw25
67,Mitmachexperiment,,0,0,0,0,0,0,0,1,0,1768701299.9826171,12.384928464889526,0,0.0,1,cot,1,llama3.3:70b,lndw25
68,Ausstellung,Diskussion,0,0,0,0,0,0,0,1,0,1768701493.1977484,12.2687349319458,0,0.0,0,cot,1,llama3.3:70b,lndw25
69,Wissenschaftliche Ergebnisse offen zugänglich machen durch Information Management,Information Management-Veranstaltung,0,0,0,0,0,0,0,1,0,1768701567.9096005,13.609601736068726,0,0.2,0,cot,1,llama3.3:70b,lndw25
70,17:00-00:00 Uhr,,0,0,0,0,0,0,0,1,0,1768701713.730923,10.646894931793211,0,0.0,1,cot,1,llama3.3:70b,lndw25
71,Geeignet für Kinder,"Forschende, Wissenschaftler und Studierende",0,0,0,0,0,0,0,1,0,1768701875.4858315,15.499310731887816,0,0.0,0,cot,1,llama3.3:70b,lndw25
72,17:00-17:15 Uhr,,0,0,0,0,0,0,0,1,0,1768702179.6493795,14.735483646392822,0,0.0,1,cot,1,llama3.3:70b,lndw25
73,"Im Fahrsimulator erleben fahrende Personen realitätsnahes Fahrverhalten mit Rundumsicht. Eine Fahrdynamiksimulation erzeugt das realistische Lenkgefühl, die aktive Pedalerie ermöglicht zum Beispiel das bekannte ABS-Ruckeln. Beim Bremsen und Beschleunigen nickt das Fahrzeug, in Kurven wankt es. Kenngrößen der Mensch-Fahrzeug-Interaktion und des Fahrzustands werden aufgezeichnet und ermöglichen eine Bewertung von Fahrfunktionen und Fahrleistung. So können sicherheitskritische Situationen und deren Beherrschbarkeit bis in den Grenzbereich erprobt und untersucht werden. Geeignet ab 15 Jahren.",Dynamischer Fahrsimulator,0,0,0,0,0,0,0,1,0,1768702361.4810803,13.278653860092165,0,0.031746031746031744,0,cot,1,llama3.3:70b,lndw25
74,21:45-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1768702760.5108137,16.059337615966797,0,0.0,1,cot,1,llama3.3:70b,lndw25
75,Demonstration,Demonstration,0,0,0,0,0,0,0,1,0,1768702971.8549306,15.87423610687256,1,1.0,0,cot,1,llama3.3:70b,lndw25
76,Barrierefreier Rollstuhlzugang,,0,0,0,0,0,0,0,1,0,1768703107.8348534,13.219152688980104,0,0.0,1,cot,1,llama3.3:70b,lndw25
77,17:00-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1768703266.9832542,12.75327730178833,0,0.0,1,cot,1,llama3.3:70b,lndw25
78,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Nürnberg,0,0,0,0,0,0,0,1,0,1768703416.0625226,9.30100154876709,0,0.0,0,cot,1,llama3.3:70b,lndw25
79,Mitmachexperiment,Konferenz,0,0,0,0,0,0,0,1,0,1768703568.1366682,12.784908771514893,0,0.0,0,cot,1,llama3.3:70b,lndw25
80,Geeignet für Kinder,Förderung junger Talente,0,0,0,0,0,0,0,1,0,1768703745.438732,13.492849588394163,0,0.0,0,cot,1,llama3.3:70b,lndw25
81,Detektive im Heizungskeller: intelligente Messtechnik für die Wärmewende von „Delta Heat“,Haus der Energie (KT),0,0,0,0,0,0,0,1,0,1768703935.3653624,13.39313578605652,0,0.0,0,cot,1,llama3.3:70b,lndw25
82,Future Security Lab – Sicherheitsforschung zum Anfassen,Future Security Lab,0,0,0,0,0,0,0,1,0,1768704134.9854052,11.592684507369995,0,0.6,0,cot,1,llama3.3:70b,lndw25
83,"Zentrum (u.a. Mitte, Wedding, Moabit, Tiergarten)",ESMT Berlin,0,0,0,0,0,0,0,1,0,1768704312.371599,10.815511465072632,0,0.0,0,cot,1,llama3.3:70b,lndw25
84,17:00-00:00 Uhr,,0,0,0,0,0,0,0,1,0,1768704462.0997908,12.171794652938845,0,0.0,1,cot,1,llama3.3:70b,lndw25
85,Geeignet für Kinder,Erwachsene,0,0,0,0,0,0,0,1,0,1768704597.4801433,12.227477312088013,0,0.0,0,cot,1,llama3.3:70b,lndw25
86,Installation,,0,0,0,0,0,0,0,1,0,1768704763.8789525,10.827394962310793,0,0.0,1,cot,1,llama3.3:70b,lndw25
87,Zukunft der Energie: nachhaltig durch KI,Haus der erlebbaren KI,0,0,0,0,0,0,0,1,0,1768704963.1921997,13.747953176498411,0,0.25,0,cot,1,llama3.3:70b,lndw25
88,Zukunft der Energie: nachhaltig durch KI,,0,0,0,0,0,0,0,1,0,1768705206.0870466,15.75959062576294,0,0.0,1,cot,1,llama3.3:70b,lndw25
89,Future Security Lab – Sicherheitsforschung zum Anfassen,Berliner Ensemble,0,0,0,0,0,0,0,1,0,1768705454.100649,11.950639009475708,0,0.0,0,cot,1,llama3.3:70b,lndw25
90,Stich für Stich nachhaltig – Sticken fürs Klima,,0,0,0,0,0,0,0,1,0,1768705628.086113,10.765064239501951,0,0.0,1,cot,1,llama3.3:70b,lndw25
91,Notfallpfeife aus Aluminium – dein Signal in der Wildnis,,0,0,0,0,0,0,0,1,0,1768705697.6134229,12.509254217147827,0,0.0,1,cot,1,llama3.3:70b,lndw25
92,Mitmachexperiment,Produktpräsentation,0,0,0,0,0,0,0,1,0,1768705836.4274151,14.148993253707886,0,0.0,0,cot,1,llama3.3:70b,lndw25
93,17:30-21:30 Uhr,,0,0,0,0,0,0,0,1,0,1768706069.6841583,11.074429273605348,0,0.0,1,cot,1,llama3.3:70b,lndw25
94,"Westen (u.a. Charlottenburg, Schöneberg, Spandau)",Osten,0,0,0,0,0,0,0,1,0,1768706221.0317674,15.90159296989441,0,0.0,0,cot,1,llama3.3:70b,lndw25
95,Spiel,Diskussion,0,0,0,0,0,0,0,1,0,1768706414.8416264,15.364543437957764,0,0.0,0,cot,1,llama3.3:70b,lndw25
96,Geeignet für Kinder,Schülerinnen und Schüler,0,0,0,0,0,0,0,1,0,1768706555.309162,12.934392213821411,0,0.0,0,cot,1,llama3.3:70b,lndw25
97,17:00-22:00 Uhr,,0,0,0,0,0,0,0,1,0,1768706696.36893,10.800743341445925,0,0.0,1,cot,1,llama3.3:70b,lndw25
98,Saturday SatelLight Fever – wofür braucht der Satellit Licht?,Taste of Space,0,0,0,0,0,0,0,1,0,1768707008.3897777,15.693977117538452,0,0.0,0,cot,1,llama3.3:70b,lndw25
99,Karriere und Jobs an der TU Berlin,,0,0,0,0,0,0,0,1,0,1768707214.1827166,10.148211240768433,0,0.0,1,cot,1,llama3.3:70b,lndw25
0,https://www.langenachtderwissenschaften.de/programm/detail/51327,"https://www.physik.fu-berlin.de/institute'.
Die URL der Veranstaltung ist nicht explizit angegeben. Es handelt sich um eine physische Adresse in Berlin. Um die genaue URL zu erhalten, müsste man den Namen der Veranstaltung oder weitere Details kennen.",0,0,0,0,0,0,0,1,0,1768687158.3270345,5.463415622711182,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
1,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.","""Das Programm der Langen Nacht der Wissenschaften listet unter der ID 51450 eine Veranstaltung zum Thema 'Künstliche Intelligenz im Gesundheitswesen - Chancen und Herausforderungen'. Die Veranstaltung behandelt die Anwendung von KI-Technologien in der Medizin, ihre möglichen Vorteile und die damit verbundenen ethischen und technischen Herausforderungen.""",0,0,0,0,0,0,0,1,0,1768687356.0603538,7.13465428352356,0,0.0784313725490196,0,io_simple,1,llama3.3:70b,lndw25
2,"Wie kann man Dinge zum Schweben bringen? Student:innen des Projektlabors Physik zeigen euch physikalische Zaubertricks, die Alltagsgegenstände schwerelos machen können. Auch lebendige Flüssigkeiten und optische Täuschungen laden zum Mitmachen und Anfassen ein. Geeignet für Kinder ab 6 Jahren.","""Die Veranstaltung behandelt das Thema 'Erforschung des Weltraums und die Zukunft der Raumfahrt'.""",0,0,0,0,0,0,0,1,0,1768687530.71536,3.42464280128479,0,0.04651162790697674,0,io_simple,1,llama3.3:70b,lndw25
3,Programmieren lernen für Kinder und Einsteiger:innen,"""Datenschutz und Cybersicherheit""",0,0,0,0,0,0,0,1,0,1768687790.839,2.3709120750427246,0,0.2222222222222222,0,io_simple,1,llama3.3:70b,lndw25
4,"Im Kleinsten wird unsere Welt durch die Quantentheorie beschrieben, wie sie vor 100 Jahren formuliert wurde. Ihre Gesetze faszinieren heute nicht weniger als damals, denn sie widersprechen unserer Alltagserfahrung auf bizarre Weise: Teilchen können an verschiedenen Orten gleichzeitig sein sowie durch Barrieren „tunneln“. Und bei der Messung des einen Quantensystems verändert sich auch der Zustand eines anderen, wenn dieses mit dem ersten „verschränkt“ ist. Erkunden Sie die faszinierenden Eigenschaften der Quantenwelt mit Hilfe interaktiver Simulationen und Visualisierungen.","Bei der Veranstaltung ""Erkunden Sie die Welt der Quantenphysik mit interaktiven Simulationen"" geht es um die Erkundung und das Verständnis von Konzepten und Phänomenen der Quantenphysik mithilfe von interaktiven Computer-Simulationen.",0,0,0,0,0,0,0,1,0,1768687909.0628345,5.413002252578735,0,0.1758241758241758,0,io_simple,1,llama3.3:70b,lndw25
5,https://www.langenachtderwissenschaften.de/programm/detail/51248,https://www.hausderkultur.de/event/science-slam-brainpower-mit-entertainment-faktor/,0,0,0,0,0,0,0,1,0,1768688085.2148032,3.29007625579834,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
6,"Unsere Forschungsgruppe baut Organoide, organähnliche Strukturen, aus humanen Stammzellen, um Tierexperimente in der Forschung zu reduzieren. Durch die Kombination von Organoiden simulieren wir in sogenannten Organ-Chips die komplexen Organ-Interaktionen des menschlichen Körpers. Wir erklären Konzept und Funktionsweise solcher Organ-Chips. Es werden Anwendungsgebiete in der Aufklärung pathologischer Prozesse und in der Medikamenten-Entwicklung zur Reduktion von Tierexperimenten dargestellt. Besucher:innen können Organ-Chips zusammenbauen und die magnetische Zellsortierung ausprobieren.",Das Thema der Veranstaltung sind Organe auf dem Chip und die Anwendung von kombinierten Organmodellen als Alternative zu Tierversuchen.,0,0,0,0,0,0,0,1,0,1768688250.9480493,3.449352502822876,0,0.0821917808219178,0,io_simple,1,llama3.3:70b,lndw25
7,https://www.langenachtderwissenschaften.de/programm/detail/51514,"""https://www.tu.berlin/de/fasttube/""",0,0,0,0,0,0,0,1,0,1768688683.7527852,2.5704524517059326,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
8,"Gestalte Straßen, Radwege, Brücken und mehr mit Klemmbausteinen, und lerne spielerisch, wie moderne Verkehrsplanung funktioniert. Ihr lernt die Funktionen von Straßen kennen, die passenden Verkehrsmittel, um verschiedene Orte zu erreichen, sowie ein Konzept, wie Verkehr nachhaltiger werden kann. Für Kinder ab 6 Jahren und Erwachsene – für alle Altersgruppen ist etwas dabei! Jeder Gast erhält Bausteine, um unsere Stadt wachsen zu lassen. Komm vorbei, und werde Verkehrsplaner:in für einen Abend!","VW SimCity war ein Online-Spiel, das von Electronic Arts (EA) entwickelt und 2013 veröffentlicht wurde. Es handelte sich um eine Neuauflage der klassischen SimCity-Reihe und ermöglichte es Spielern, ihre eigene Stadt zu bauen und zu verwalten. Das Spiel war für Windows- und Mac-Computer erhältlich und bot verschiedene Spielmodi, darunter einen Einzelspieler-Modus und einen Mehrspieler-Modus.",0,0,0,0,0,0,0,1,0,1768688828.0878484,7.787193536758423,0,0.1946902654867257,0,io_simple,1,llama3.3:70b,lndw25
9,"Testen Sie Ihr Wissen über das Universum, und gewinnen Sie kleine Preise – solange der Vorrat reicht! Geeignet ab 6 Jahren.",Astronomie,0,0,0,0,0,0,0,1,0,1768689067.8996458,1.990563154220581,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
10,Chatbots zur Stärkung der Demokratie,"""Veranstaltungen wie Konferenzen, Workshops und Seminare finden im Haus des Lernens statt.""",0,0,0,0,0,0,0,1,0,1768689478.3065443,3.2622694969177246,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
11,Live-Musik,Workshop oder Kurs zur Musikproduktion,0,0,0,0,0,0,0,1,0,1768689613.7599995,2.283323049545288,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
12,17:00-21:30 Uhr,"""Kein spezifisches Datum angegeben.""",0,0,0,0,0,0,0,1,0,1768689766.987797,2.4887731075286865,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
13,https://www.langenachtderwissenschaften.de/programm/detail/51498,"""""",0,0,0,0,0,0,0,1,0,1768690072.548455,1.8858466148376465,0,0.0,0,io_simple,1,llama3.3:70b,lndw25
